model,interest_rate,loan_amount,loan_term,run_code,expected_answer,actual_answer,question_number
gpt-5,7,700000,15,True,6291.8,6291.8,1
gpt-5,7,700000,15,True,6291.8,6291.8,1
gpt-5,7,700000,15,False,6291.8,6291.8,1
gpt-5,7,700000,15,False,6291.8,6291.8,1
gpt-5,7,700000,15,False,6291.8,6291.8,1
gpt-5,7,700000,15,False,6291.8,6291.8,1
gpt-5,7,700000,15,False,6291.8,6291.8,1
gpt-5,7,700000,30,True,4657.12,4657.12,1
gpt-5,7,700000,30,True,4657.12,4657.12,1
gpt-5,7,700000,30,True,4657.12,4657.12,1
gpt-5,7,700000,30,True,4657.12,4657.12,1
gpt-5,7,700000,30,True,4657.12,4657.12,1
gpt-5,7,700000,30,False,4657.12,4657.12,1
gpt-5,7,700000,30,False,4657.12,4657.12,1
gpt-5,7,700000,30,False,4657.12,4657.12,1
gpt-5,7,700000,30,False,4657.12,4657.12,1
gpt-5,7,700000,30,False,4657.12,4657.12,1
gpt-5,7,800000,15,True,7190.63,7190.63,1
gpt-5,7,800000,15,True,7190.63,7190.63,1
gpt-5,7,800000,15,True,7190.63,7190.63,1
gpt-5,7,800000,15,True,7190.63,7190.63,1
gpt-5,7,800000,15,True,7190.63,7190.63,1
gpt-5,7,800000,15,False,7190.63,7190.63,1
gpt-5,7,800000,15,False,7190.63,7190.63,1
gpt-5,7,800000,15,False,7190.63,7190.63,1
gpt-5,7,800000,15,False,7190.63,7190.63,1
gpt-5,7,800000,15,False,7190.63,7190.63,1
gpt-5,7,800000,30,True,5322.42,5322.42,1
gpt-5,7,800000,30,True,5322.42,5322.42,1
gpt-5,7,800000,30,True,5322.42,5322.42,1
gpt-5,7,800000,30,True,5322.42,5322.42,1
gpt-5,7,800000,30,True,5322.42,5322.42,1
gpt-5,7,800000,30,False,5322.42,5322.42,1
gpt-5,7,800000,30,False,5322.42,5322.42,1
gpt-5,7,800000,30,False,5322.42,5322.42,1
gpt-5,7,800000,30,False,5322.42,5322.42,1
gpt-5,7,800000,30,False,5322.42,5322.42,1
gpt-5,7,900000,15,True,8089.45,8089.45,1
gpt-5,7,900000,15,True,8089.45,8089.45,1
gpt-5,7,900000,15,True,8089.45,8089.45,1
gpt-5,7,900000,15,True,8089.45,8089.45,1
gpt-5,7,900000,15,True,8089.45,8089.45,1
gpt-5,7,900000,15,False,8089.45,8089.45,1
gpt-5,7,900000,15,False,8089.45,8089.45,1
gpt-5,7,900000,15,False,8089.45,8089.02,1
gpt-5,7,900000,15,False,8089.45,8089.45,1
gpt-5,7,900000,15,False,8089.45,8089.45,1
gpt-5,7,900000,30,True,5987.72,5987.72,1
gpt-5,7,900000,30,True,5987.72,5987.72,1
gpt-5,7,900000,30,True,5987.72,5987.72,1
gpt-5,7,900000,30,True,5987.72,5987.72,1
gpt-5,7,900000,30,True,5987.72,5987.72,1
gpt-5,7,900000,30,False,5987.72,5987.72,1
gpt-5,7,900000,30,False,5987.72,5987.72,1
gpt-5,7,900000,30,False,5987.72,5987.72,1
gpt-5,7,900000,30,False,5987.72,5987.72,1
gpt-5,7,900000,30,False,5987.72,5987.72,1
gpt-5,7,1000000,15,True,8988.28,8988.28,1
gpt-5,7,1000000,15,True,8988.28,8988.28,1
gpt-5,7,1000000,15,True,8988.28,8988.28,1
gpt-5,7,1000000,15,True,8988.28,8988.28,1
gpt-5,7,1000000,15,True,8988.28,8988.28,1
gpt-5,7,1000000,15,False,8988.28,8988.29,1
gpt-5,7,1000000,15,False,8988.28,8988.28,1
gpt-5,7,1000000,15,False,8988.28,8988.28,1
gpt-5,7,1000000,15,False,8988.28,8988.28,1
gpt-5,7,1000000,15,False,8988.28,8988.28,1
gpt-5,7,1000000,30,True,6653.02,6653.02,1
gpt-5,7,1000000,30,True,6653.02,6653.02,1
gpt-5,7,1000000,30,True,6653.02,6653.02,1
gpt-5,7,1000000,30,True,6653.02,6653.02,1
gpt-5,7,1000000,30,True,6653.02,6653.02,1
gpt-5,7,1000000,30,False,6653.02,6653.03,1
gpt-5,7,1000000,30,False,6653.02,6653.02,1
gpt-5,7,1000000,30,False,6653.02,6653.02,1
gpt-5,7,1000000,30,False,6653.02,6653.02,1
gpt-5,7,1000000,30,False,6653.02,6653.02,1
gpt-5,7,1100000,15,True,9887.11,9887.11,1
gpt-5,7,1100000,15,True,9887.11,9887.11,1
gpt-5,7,1100000,15,True,9887.11,9887.11,1
gpt-5,7,1100000,15,True,9887.11,9887.11,1
gpt-5,7,1100000,15,True,9887.11,9887.11,1
gpt-5,7,1100000,15,False,9887.11,9887.11,1
gpt-5,7,1100000,15,False,9887.11,9887.11,1
gpt-5,7,1100000,15,False,9887.11,9887.11,1
gpt-5,7,1100000,15,False,9887.11,9887.1,1
gpt-5,7,1100000,15,False,9887.11,9887.11,1
gpt-5,7,1100000,30,True,7318.33,7318.33,1
gpt-5,7,1100000,30,True,7318.33,7318.33,1
gpt-5,7,1100000,30,True,7318.33,7318.33,1
gpt-5,7,1100000,30,True,7318.33,7318.33,1
gpt-5,7,1100000,30,True,7318.33,7318.33,1
gpt-5,7,1100000,30,False,7318.33,7318.33,1
gpt-5,7,1100000,30,False,7318.33,7318.33,1
gpt-5,7,1100000,30,False,7318.33,7318.33,1
gpt-5,7,1100000,30,False,7318.33,7318.33,1
gpt-5,7,1100000,30,False,7318.33,7318.33,1
gpt-5,7,1200000,15,True,10785.94,10785.94,1
gpt-5,7,1200000,15,True,10785.94,10785.94,1
gpt-5,7,1200000,15,True,10785.94,10785.94,1
gpt-5,7,1200000,15,True,10785.94,10785.94,1
gpt-5,7,1200000,15,True,10785.94,10785.94,1
gpt-5,7,1200000,15,False,10785.94,10786.01,1
gpt-5,7,1200000,15,False,10785.94,10785.9,1
gpt-5,7,1200000,15,False,10785.94,10785.94,1
gpt-5,7,1200000,15,False,10785.94,10785.94,1
gpt-5,7,1200000,15,False,10785.94,10785.94,1
gpt-5,7,1200000,30,True,7983.63,7983.63,1
gpt-5,7,1200000,30,True,7983.63,7983.63,1
gpt-5,7,1200000,30,True,7983.63,7983.63,1
gpt-5,7,1200000,30,True,7983.63,7983.63,1
gpt-5,7,1200000,30,True,7983.63,7983.63,1
gpt-5,7,1200000,30,False,7983.63,7983.63,1
gpt-5,7,1200000,30,False,7983.63,7983.6,1
gpt-5,7,1200000,30,False,7983.63,7983.63,1
gpt-5,7,1200000,30,False,7983.63,7983.63,1
gpt-5,7,1200000,30,False,7983.63,7983.63,1
gpt-5,8,300000,15,True,2866.96,2866.96,1
gpt-5,8,300000,15,True,2866.96,2866.96,1
gpt-5,8,300000,15,True,2866.96,2866.96,1
gpt-5,8,300000,15,True,2866.96,2866.96,1
gpt-5,8,300000,15,True,2866.96,2866.96,1
gpt-5,8,300000,15,False,2866.96,2866.96,1
gpt-5,8,300000,15,False,2866.96,2866.96,1
gpt-5,8,300000,15,False,2866.96,2866.96,1
gpt-5,8,300000,15,False,2866.96,2866.96,1
gpt-5,8,300000,15,False,2866.96,2866.96,1
gpt-5,8,300000,30,True,2201.29,2201.29,1
gpt-5,8,300000,30,True,2201.29,2201.29,1
gpt-5,8,300000,30,True,2201.29,2201.29,1
gpt-5,8,300000,30,True,2201.29,2201.29,1
gpt-5,8,300000,30,True,2201.29,2201.29,1
gpt-5,8,300000,30,False,2201.29,2201.29,1
gpt-5,8,300000,30,False,2201.29,2201.29,1
gpt-5,8,300000,30,False,2201.29,2201.28,1
gpt-5,8,300000,30,False,2201.29,2201.29,1
gpt-5,8,300000,30,False,2201.29,2201.29,1
gpt-5,8,400000,15,True,3822.61,3822.61,1
gpt-5,8,400000,15,True,3822.61,3822.61,1
gpt-5,8,400000,15,True,3822.61,3822.61,1
gpt-5,8,400000,15,True,3822.61,3822.61,1
gpt-5,8,400000,15,True,3822.61,3822.61,1
gpt-5,8,400000,15,False,3822.61,3822.61,1
gpt-5,8,400000,15,False,3822.61,3822.61,1
gpt-5,8,400000,15,False,3822.61,3822.61,1
gpt-5,8,400000,15,False,3822.61,3822.61,1
gpt-5,8,400000,15,False,3822.61,3822.61,1
gpt-5,8,400000,30,True,2935.06,2935.06,1
gpt-5,8,400000,30,True,2935.06,2935.06,1
gpt-5,8,400000,30,True,2935.06,2935.06,1
gpt-5,8,400000,30,True,2935.06,2935.06,1
gpt-5,8,400000,30,True,2935.06,2935.06,1
gpt-5,8,400000,30,False,2935.06,2935.06,1
gpt-5,8,400000,30,False,2935.06,2935.06,1
gpt-5,8,400000,30,False,2935.06,2935.04,1
gpt-5,8,400000,30,False,2935.06,2935.06,1
gpt-5,8,400000,30,False,2935.06,2935.06,1
gpt-5,8,500000,15,True,4778.26,4778.26,1
gpt-5,8,500000,15,True,4778.26,4778.26,1
gpt-5,8,500000,15,True,4778.26,4778.26,1
gpt-5,8,500000,15,True,4778.26,4778.26,1
gpt-5,8,500000,15,True,4778.26,4778.26,1
gpt-5,8,500000,15,False,4778.26,4778.26,1
gpt-5,8,500000,15,False,4778.26,4778.26,1
gpt-5,8,500000,15,False,4778.26,4778.26,1
gpt-5,8,500000,15,False,4778.26,4778.26,1
gpt-5,8,500000,15,False,4778.26,4778.26,1
gpt-5,8,500000,30,True,3668.82,3668.82,1
gpt-5,8,500000,30,True,3668.82,3668.82,1
gpt-5,8,500000,30,True,3668.82,3668.82,1
gpt-5,8,500000,30,True,3668.82,3668.82,1
gpt-5,8,500000,30,True,3668.82,3668.82,1
gpt-5,8,500000,30,False,3668.82,3668.82,1
gpt-5,8,500000,30,False,3668.82,3668.82,1
gpt-5,8,500000,30,False,3668.82,3668.82,1
gpt-5,8,500000,30,False,3668.82,3668.82,1
gpt-5,8,500000,30,False,3668.82,3668.84,1
gpt-5,8,600000,15,True,5733.91,5733.91,1
gpt-5,8,600000,15,True,5733.91,5733.91,1
gpt-5,8,600000,15,True,5733.91,5733.91,1
gpt-5,8,600000,15,True,5733.91,5733.91,1
gpt-5,8,600000,15,True,5733.91,5733.91,1
gpt-5,8,600000,15,False,5733.91,5733.91,1
gpt-5,8,600000,15,False,5733.91,5733.91,1
gpt-5,8,600000,15,False,5733.91,5733.88,1
gpt-5,8,600000,15,False,5733.91,5733.91,1
gpt-5,8,600000,15,False,5733.91,5733.91,1
gpt-5,8,600000,30,True,4402.59,4402.59,1
gpt-5,8,600000,30,True,4402.59,4402.59,1
gpt-5,8,600000,30,True,4402.59,4402.59,1
gpt-5,8,600000,30,True,4402.59,4402.59,1
gpt-5,8,600000,30,True,4402.59,4402.59,1
gpt-5,8,600000,30,False,4402.59,4402.59,1
gpt-5,8,600000,30,False,4402.59,4402.59,1
gpt-5,8,600000,30,False,4402.59,4402.59,1
gpt-5,8,600000,30,False,4402.59,4402.59,1
gpt-5,8,600000,30,False,4402.59,4402.59,1
gpt-5,8,700000,15,True,6689.56,6689.56,1
gpt-5,8,700000,15,True,6689.56,6689.56,1
gpt-5,8,700000,15,True,6689.56,6689.56,1
gpt-5,8,700000,15,True,6689.56,6689.56,1
gpt-5,8,700000,15,True,6689.56,6689.56,1
gpt-5,8,700000,15,False,6689.56,6689.56,1
gpt-5,8,700000,15,False,6689.56,6689.56,1
gpt-5,8,700000,15,False,6689.56,6689.56,1
gpt-5,8,700000,15,False,6689.56,6689.56,1
gpt-5,8,700000,15,False,6689.56,6689.56,1
gpt-5,8,700000,30,True,5136.35,5136.35,1
gpt-5,8,700000,30,True,5136.35,5136.35,1
gpt-5,8,700000,30,True,5136.35,5136.35,1
gpt-5,8,700000,30,True,5136.35,5136.35,1
gpt-5,8,700000,30,True,5136.35,5136.35,1
gpt-5,8,700000,30,False,5136.35,5136.35,1
gpt-5,8,700000,30,False,5136.35,5136.36,1
gpt-5,8,700000,30,False,5136.35,5136.35,1
gpt-5,8,700000,30,False,5136.35,5136.35,1
gpt-5,8,700000,30,False,5136.35,5136.35,1
gpt-5,8,800000,15,True,7645.22,7645.22,1
gpt-5,8,800000,15,True,7645.22,7645.22,1
gpt-5,8,800000,15,True,7645.22,7645.22,1
gpt-5,8,800000,15,True,7645.22,7645.22,1
gpt-5,8,800000,15,True,7645.22,7645.22,1
gpt-5,8,800000,15,False,7645.22,7645.21,1
gpt-5,8,800000,15,False,7645.22,7645.22,1
gpt-5,8,800000,15,False,7645.22,7645.22,1
gpt-5,8,800000,15,False,7645.22,7645.23,1
gpt-5,8,800000,15,False,7645.22,7645.22,1
gpt-5,8,800000,30,True,5870.12,5870.12,1
gpt-5,8,800000,30,True,5870.12,5870.12,1
gpt-5,8,800000,30,True,5870.12,5870.12,1
gpt-5,8,800000,30,True,5870.12,5870.12,1
gpt-5,8,800000,30,True,5870.12,5870.12,1
gpt-5,8,800000,30,False,5870.12,5870.12,1
gpt-5,8,800000,30,False,5870.12,5870.12,1
gpt-5,8,800000,30,False,5870.12,5870.12,1
gpt-5,8,800000,30,False,5870.12,5870.12,1
gpt-5,8,800000,30,False,5870.12,5870.71,1
gpt-5,8,900000,15,True,8600.87,8600.87,1
gpt-5,8,900000,15,True,8600.87,8600.87,1
gpt-5,8,900000,15,True,8600.87,8600.87,1
gpt-5,8,900000,15,True,8600.87,8600.87,1
gpt-5,8,900000,15,True,8600.87,8600.87,1
gpt-5,8,900000,15,False,8600.87,8600.87,1
gpt-5,8,900000,15,False,8600.87,8600.87,1
gpt-5,8,900000,15,False,8600.87,8600.87,1
gpt-5,8,900000,15,False,8600.87,8600.88,1
gpt-5,8,900000,15,False,8600.87,8600.87,1
gpt-5,8,900000,30,True,6603.88,6603.88,1
gpt-5,8,900000,30,True,6603.88,6603.88,1
gpt-5,8,900000,30,True,6603.88,6603.88,1
gpt-5,8,900000,30,True,6603.88,6603.88,1
gpt-5,8,900000,30,True,6603.88,6603.88,1
gpt-5,8,900000,30,False,6603.88,6603.88,1
gpt-5,8,900000,30,False,6603.88,6603.88,1
gpt-5,8,900000,30,False,6603.88,6603.88,1
gpt-5,8,900000,30,False,6603.88,6603.88,1
gpt-5,8,900000,30,False,6603.88,6603.88,1
gpt-5,8,1000000,15,True,9556.52,9556.52,1
gpt-5,8,1000000,15,True,9556.52,9556.52,1
gpt-5,8,1000000,15,True,9556.52,9556.52,1
gpt-5,8,1000000,15,True,9556.52,9556.52,1
gpt-5,8,1000000,15,True,9556.52,9556.52,1
gpt-5,8,1000000,15,False,9556.52,9556.52,1
gpt-5,8,1000000,15,False,9556.52,9556.52,1
gpt-5,8,1000000,15,False,9556.52,9556.52,1
gpt-5,8,1000000,15,False,9556.52,9556.52,1
gpt-5,8,1000000,15,False,9556.52,9556.52,1
gpt-5,8,1000000,30,True,7337.65,7337.65,1
gpt-5,8,1000000,30,True,7337.65,7337.65,1
gpt-5,8,1000000,30,True,7337.65,7337.65,1
gpt-5,8,1000000,30,True,7337.65,7337.65,1
gpt-5,8,1000000,30,True,7337.65,7337.65,1
gpt-5,8,1000000,30,False,7337.65,7337.65,1
gpt-5,8,1000000,30,False,7337.65,7337.65,1
gpt-5,8,1000000,30,False,7337.65,7338.38,1
gpt-5,8,1000000,30,False,7337.65,7337.65,1
gpt-5,8,1000000,30,False,7337.65,7337.65,1
gpt-5,8,1100000,15,True,10512.17,10512.17,1
gpt-5,8,1100000,15,True,10512.17,10512.17,1
gpt-5,8,1100000,15,True,10512.17,10512.17,1
gpt-5,8,1100000,15,True,10512.17,10512.17,1
gpt-5,8,1100000,15,True,10512.17,10512.17,1
gpt-5,8,1100000,15,False,10512.17,10512.17,1
gpt-5,8,1100000,15,False,10512.17,10512.17,1
gpt-5,8,1100000,15,False,10512.17,10512.17,1
gpt-5,8,1100000,15,False,10512.17,10512.17,1
gpt-5,8,1100000,15,False,10512.17,10512.18,1
gpt-5,8,1100000,30,True,8071.41,8071.41,1
gpt-5,8,1100000,30,True,8071.41,8071.41,1
gpt-5,8,1100000,30,True,8071.41,8071.41,1
gpt-5,8,1100000,30,True,8071.41,8071.41,1
gpt-5,8,1100000,30,True,8071.41,8071.41,1
gpt-5,8,1100000,30,False,8071.41,8071.41,1
gpt-5,8,1100000,30,False,8071.41,8071.41,1
gpt-5,8,1100000,30,False,8071.41,8071.41,1
gpt-5,8,1100000,30,False,8071.41,8071.42,1
gpt-5,8,1100000,30,False,8071.41,8071.41,1
gpt-5,8,1200000,15,True,11467.83,11467.83,1
gpt-5,8,1200000,15,True,11467.83,11467.83,1
gpt-5,8,1200000,15,True,11467.83,11467.83,1
gpt-5,8,1200000,15,True,11467.83,11467.83,1
gpt-5,8,1200000,15,True,11467.83,11467.83,1
gpt-5,8,1200000,15,False,11467.83,11467.82,1
gpt-5,8,1200000,15,False,11467.83,11467.83,1
gpt-5,8,1200000,15,False,11467.83,11467.84,1
gpt-5,8,1200000,15,False,11467.83,11467.92,1
gpt-5,8,1200000,15,False,11467.83,11467.83,1
gpt-5,8,1200000,30,True,8805.17,8805.17,1
gpt-5,8,1200000,30,True,8805.17,8805.17,1
gpt-5,8,1200000,30,True,8805.17,8805.17,1
gpt-5,8,1200000,30,True,8805.17,8805.17,1
gpt-5,8,1200000,30,True,8805.17,8805.17,1
gpt-5,8,1200000,30,False,8805.17,8805.12,1
gpt-5,8,1200000,30,False,8805.17,8805.18,1
gpt-5,8,1200000,30,False,8805.17,8805.17,1
gpt-5,8,1200000,30,False,8805.17,8805.17,1
gpt-5,8,1200000,30,False,8805.17,8805.17,1
gpt-5,9,300000,15,True,3042.8,3042.8,1
gpt-5,9,300000,15,True,3042.8,3042.8,1
gpt-5,9,300000,15,True,3042.8,3042.8,1
gpt-5,9,300000,15,True,3042.8,3042.8,1
gpt-5,9,300000,15,True,3042.8,3042.8,1
gpt-5,9,300000,15,False,3042.8,3042.8,1
gpt-5,9,300000,15,False,3042.8,3042.8,1
gpt-5,9,300000,15,False,3042.8,3042.8,1
gpt-5,9,300000,15,False,3042.8,3042.84,1
gpt-5,9,300000,15,False,3042.8,3042.8,1
gpt-5,9,300000,30,True,2413.87,2413.87,1
gpt-5,9,300000,30,True,2413.87,2413.87,1
gpt-5,9,300000,30,True,2413.87,2413.87,1
gpt-5,9,300000,30,True,2413.87,2413.87,1
gpt-5,9,300000,30,True,2413.87,2413.87,1
gpt-5,9,300000,30,False,2413.87,2413.87,1
gpt-5,9,300000,30,False,2413.87,2413.87,1
gpt-5,9,300000,30,False,2413.87,2413.87,1
gpt-5,9,300000,30,False,2413.87,2413.87,1
gpt-5,9,300000,30,False,2413.87,2413.87,1
gpt-5,9,400000,15,True,4057.07,4057.07,1
gpt-5,9,400000,15,True,4057.07,4057.07,1
gpt-5,9,400000,15,True,4057.07,4057.07,1
gpt-5,9,400000,15,True,4057.07,4057.07,1
gpt-5,9,400000,15,True,4057.07,4057.07,1
gpt-5,9,400000,15,False,4057.07,4057.07,1
gpt-5,9,400000,15,False,4057.07,4057.0,1
gpt-5,9,400000,15,False,4057.07,4057.06,1
gpt-5,9,400000,15,False,4057.07,4057.09,1
gpt-5,9,400000,15,False,4057.07,4057.11,1
gpt-5,9,400000,30,True,3218.49,3218.49,1
gpt-5,9,400000,30,True,3218.49,3218.49,1
gpt-5,9,400000,30,True,3218.49,3218.49,1
gpt-5,9,400000,30,True,3218.49,3218.49,1
gpt-5,9,400000,30,True,3218.49,3218.49,1
gpt-5,9,400000,30,False,3218.49,3218.49,1
gpt-5,9,400000,30,False,3218.49,3218.49,1
gpt-5,9,400000,30,False,3218.49,3218.49,1
gpt-5,9,400000,30,False,3218.49,3218.49,1
gpt-5,9,400000,30,False,3218.49,3218.49,1
gpt-5,9,500000,15,True,5071.33,5071.33,1
gpt-5,9,500000,15,True,5071.33,5071.33,1
gpt-5,9,500000,15,True,5071.33,5071.33,1
gpt-5,9,500000,15,True,5071.33,5071.33,1
gpt-5,9,500000,15,True,5071.33,5071.33,1
gpt-5,9,500000,15,False,5071.33,5071.33,1
gpt-5,9,500000,15,False,5071.33,5071.33,1
gpt-5,9,500000,15,False,5071.33,5071.33,1
gpt-5,9,500000,15,False,5071.33,5071.33,1
gpt-5,9,500000,15,False,5071.33,5071.33,1
gpt-5,9,500000,30,True,4023.11,4023.11,1
gpt-5,9,500000,30,True,4023.11,4023.11,1
gpt-5,9,500000,30,True,4023.11,4023.11,1
gpt-5,9,500000,30,True,4023.11,4023.11,1
gpt-5,9,500000,30,True,4023.11,4023.11,1
gpt-5,9,500000,30,False,4023.11,4023.11,1
gpt-5,9,500000,30,False,4023.11,4023.11,1
gpt-5,9,500000,30,False,4023.11,4023.11,1
gpt-5,9,500000,30,False,4023.11,4023.11,1
gpt-5,9,500000,30,False,4023.11,4023.11,1
gpt-5,9,600000,15,True,6085.6,6085.6,1
gpt-5,9,600000,15,True,6085.6,6085.6,1
gpt-5,9,600000,15,True,6085.6,6085.6,1
gpt-5,9,600000,15,True,6085.6,6085.6,1
gpt-5,9,600000,15,True,6085.6,6085.6,1
gpt-5,9,600000,15,False,6085.6,6085.6,1
gpt-5,9,600000,15,False,6085.6,6085.6,1
gpt-5,9,600000,15,False,6085.6,6085.6,1
gpt-5,9,600000,15,False,6085.6,6085.6,1
gpt-5,9,600000,15,False,6085.6,6085.6,1
gpt-5,9,600000,30,True,4827.74,4827.74,1
gpt-5,9,600000,30,True,4827.74,4827.74,1
gpt-5,9,600000,30,True,4827.74,4827.74,1
gpt-5,9,600000,30,True,4827.74,4827.74,1
gpt-5,9,600000,30,True,4827.74,4827.74,1
gpt-5,9,600000,30,False,4827.74,4827.72,1
gpt-5,9,600000,30,False,4827.74,4827.74,1
gpt-5,9,600000,30,False,4827.74,4827.73,1
gpt-5,9,600000,30,False,4827.74,4827.74,1
gpt-5,9,600000,30,False,4827.74,4827.74,1
gpt-5,9,700000,15,True,7099.87,7099.87,1
gpt-5,9,700000,15,True,7099.87,7099.87,1
gpt-5,9,700000,15,True,7099.87,7099.87,1
gpt-5,9,700000,15,True,7099.87,7099.87,1
gpt-5,9,700000,15,True,7099.87,7099.87,1
gpt-5,9,700000,15,False,7099.87,7099.86,1
gpt-5,9,700000,15,False,7099.87,7099.87,1
gpt-5,9,700000,15,False,7099.87,7099.87,1
gpt-5,9,700000,15,False,7099.87,7099.87,1
gpt-5,9,700000,15,False,7099.87,7099.83,1
gpt-5,9,700000,30,True,5632.36,5632.36,1
gpt-5,9,700000,30,True,5632.36,5632.36,1
gpt-5,9,700000,30,True,5632.36,5632.36,1
gpt-5,9,700000,30,True,5632.36,5632.36,1
gpt-5,9,700000,30,True,5632.36,5632.36,1
gpt-5,9,700000,30,False,5632.36,5632.36,1
gpt-5,9,700000,30,False,5632.36,5632.36,1
gpt-5,9,700000,30,False,5632.36,5632.36,1
gpt-5,9,700000,30,False,5632.36,5632.35,1
gpt-5,9,700000,30,False,5632.36,5632.36,1
gpt-5,9,800000,15,True,8114.13,8114.13,1
gpt-5,9,800000,15,True,8114.13,8114.13,1
gpt-5,9,800000,15,True,8114.13,8114.13,1
gpt-5,9,800000,15,True,8114.13,8114.13,1
gpt-5,9,800000,15,True,8114.13,8114.13,1
gpt-5,9,800000,15,False,8114.13,8114.13,1
gpt-5,9,800000,15,False,8114.13,8114.09,1
gpt-5,9,800000,15,False,8114.13,8114.13,1
gpt-5,9,800000,15,False,8114.13,8114.13,1
gpt-5,9,800000,15,False,8114.13,8114.11,1
gpt-5,9,800000,30,True,6436.98,6436.98,1
gpt-5,9,800000,30,True,6436.98,6436.98,1
gpt-5,9,800000,30,True,6436.98,6436.98,1
gpt-5,9,800000,30,True,6436.98,6436.98,1
gpt-5,9,800000,30,True,6436.98,6436.98,1
gpt-5,9,800000,30,False,6436.98,6436.98,1
gpt-5,9,800000,30,False,6436.98,6436.98,1
gpt-5,9,800000,30,False,6436.98,6436.98,1
gpt-5,9,800000,30,False,6436.98,6436.98,1
gpt-5,9,800000,30,False,6436.98,6436.98,1
gpt-5,9,900000,15,True,9128.4,9128.4,1
gpt-5,9,900000,15,True,9128.4,9128.4,1
gpt-5,9,900000,15,True,9128.4,9128.4,1
gpt-5,9,900000,15,True,9128.4,9128.4,1
gpt-5,9,900000,15,True,9128.4,9128.4,1
gpt-5,9,900000,15,False,9128.4,9128.4,1
gpt-5,9,900000,15,False,9128.4,9128.33,1
gpt-5,9,900000,15,False,9128.4,9128.39,1
gpt-5,9,900000,15,False,9128.4,9128.4,1
gpt-5,9,900000,15,False,9128.4,9128.4,1
gpt-5,9,900000,30,True,7241.6,7241.6,1
gpt-5,9,900000,30,True,7241.6,7241.6,1
gpt-5,9,900000,30,True,7241.6,7241.6,1
gpt-5,9,900000,30,True,7241.6,7241.6,1
gpt-5,9,900000,30,True,7241.6,7241.6,1
gpt-5,9,900000,30,False,7241.6,7241.6,1
gpt-5,9,900000,30,False,7241.6,7241.6,1
gpt-5,9,900000,30,False,7241.6,7241.6,1
gpt-5,9,900000,30,False,7241.6,7241.6,1
gpt-5,9,900000,30,False,7241.6,7241.6,1
gpt-5,9,1000000,15,True,10142.67,10142.67,1
gpt-5,9,1000000,15,True,10142.67,10142.67,1
gpt-5,9,1000000,15,True,10142.67,10142.67,1
gpt-5,9,1000000,15,True,10142.67,10142.67,1
gpt-5,9,1000000,15,True,10142.67,10142.67,1
gpt-5,9,1000000,15,False,10142.67,10142.66,1
gpt-5,9,1000000,15,False,10142.67,10142.66,1
gpt-5,9,1000000,15,False,10142.67,10142.66,1
gpt-5,9,1000000,15,False,10142.67,10142.67,1
gpt-5,9,1000000,15,False,10142.67,10142.67,1
gpt-5,9,1000000,30,True,8046.23,8046.23,1
gpt-5,9,1000000,30,True,8046.23,8046.23,1
gpt-5,9,1000000,30,True,8046.23,8046.23,1
gpt-5,9,1000000,30,True,8046.23,8046.23,1
gpt-5,9,1000000,30,True,8046.23,8046.23,1
gpt-5,9,1000000,30,False,8046.23,8046.23,1
gpt-5,9,1000000,30,False,8046.23,8046.23,1
gpt-5,9,1000000,30,False,8046.23,8046.23,1
gpt-5,9,1000000,30,False,8046.23,8046.23,1
gpt-5,9,1000000,30,False,8046.23,8046.23,1
gpt-5,9,1100000,15,True,11156.93,11156.93,1
gpt-5,9,1100000,15,True,11156.93,11156.93,1
gpt-5,9,1100000,15,True,11156.93,11156.93,1
gpt-5,9,1100000,15,True,11156.93,11156.93,1
gpt-5,9,1100000,15,True,11156.93,11156.93,1
gpt-5,9,1100000,15,False,11156.93,11156.93,1
gpt-5,9,1100000,15,False,11156.93,11156.93,1
gpt-5,9,1100000,15,False,11156.93,11156.93,1
gpt-5,9,1100000,15,False,11156.93,11156.93,1
gpt-5,9,1100000,15,False,11156.93,11156.93,1
gpt-5,9,1100000,30,True,8850.85,8850.85,1
gpt-5,9,1100000,30,True,8850.85,8850.85,1
gpt-5,9,1100000,30,True,8850.85,8850.85,1
gpt-5,9,1100000,30,True,8850.85,8850.85,1
gpt-5,9,1100000,30,True,8850.85,8850.85,1
gpt-5,9,1100000,30,False,8850.85,8850.85,1
gpt-5,9,1100000,30,False,8850.85,8850.85,1
gpt-5,9,1100000,30,False,8850.85,8850.85,1
gpt-5,9,1100000,30,False,8850.85,8850.85,1
gpt-5,9,1100000,30,False,8850.85,8850.84,1
gpt-5,9,1200000,15,True,12171.2,12171.2,1
gpt-5,9,1200000,15,True,12171.2,12171.2,1
gpt-5,9,1200000,15,True,12171.2,12171.2,1
gpt-5,9,1200000,15,True,12171.2,12171.2,1
gpt-5,9,1200000,15,True,12171.2,12171.2,1
gpt-5,9,1200000,15,False,12171.2,12171.2,1
gpt-5,9,1200000,15,False,12171.2,12171.2,1
gpt-5,9,1200000,15,False,12171.2,12171.21,1
gpt-5,9,1200000,15,False,12171.2,12171.2,1
gpt-5,9,1200000,15,False,12171.2,12171.2,1
gpt-5,9,1200000,30,True,9655.47,9655.47,1
gpt-5,9,1200000,30,True,9655.47,9655.47,1
gpt-5,9,1200000,30,True,9655.47,9655.47,1
